ID,Section Merged,Topic,English Text Problem,English Text Solution,Section,Haochen Database ID
16868,Algebra,solving-inequalities,Solve    ,"Method 1Expand the brackets

Add 12 to both sides

Divide both sides by 6

 or   [1]correct inequality sign [1] Method 2Divide both sides by 6

Add 2 to both sides
 or   [1]correct inequality sign [1]",2-algebra,c7b6d642-22cd-4bc8-b4b0-5c0cd16391b6
17173,Algebra,solving-inequalities,Solve    ,"Method 1Expand the brackets

Add 12 to both sides

Divide both sides by 6

 or   [1]correct inequality sign [1] Method 2Divide both sides by 6

Add 2 to both sides
 or   [1]correct inequality sign [1]",2-algebra,1d01915d-3bbf-44a3-af6f-f256a38ad5bb
16822,Algebra,forming-and-solving-equations,"The diagram shows the plan of a floor.

The area of the floor is 138 m2.
Work out the value of .","Split the shape up into two rectangles, use a horizontal line to split the shape so that the length of the smaller rectangle can be determined in terms of .
Find the area of each rectangle separately.Rectangle A has a length of 15 m and a width of 8 m.

Rectangle B has a length of  m and a width of 3 m.

[1]
Write down an expression for the total area of the floor plan by adding the two expressions together.

Write an equation for the area by setting the expression for the area equal to 138.

[1]
Expand the brackets and simplify by collecting like terms.

Isolate the x term by subtracting 165.

[1]
Solve the equation by dividing both sides by -3.

 [1]",2-algebra,2cbeb469-8438-4ad2-99ea-8845d74f2a55
17033,Algebra,forming-and-solving-equations,"The diagram shows the plan of a floor.

The area of the floor is 138 m2.
Work out the value of .","Split the shape up into two rectangles, use a horizontal line to split the shape so that the length of the smaller rectangle can be determined in terms of .
Find the area of each rectangle separately.Rectangle A has a length of 15 m and a width of 8 m.

Rectangle B has a length of  m and a width of 3 m.

[1]
Write down an expression for the total area of the floor plan by adding the two expressions together.

Write an equation for the area by setting the expression for the area equal to 138.

[1]
Expand the brackets and simplify by collecting like terms.

Isolate the x term by subtracting 165.

[1]
Solve the equation by dividing both sides by -3.

 [1]",2-algebra,2a2e02e0-dc96-446b-a446-e223ad77dee4
15256,Algebra,solving-inequalities,"Circle the inequality shown by the diagram.











"," andare represented by open circles on a number line. and  are represented by open circles on a number line.
There is an open circle at -4 so we are looking for .This rules out options 1 and 2.
There is a closed circle at 5 so we are looking for .This rules out option 3.
The correct option is option four,  [1]",2-algebra,b5173ebf-d620-428a-9124-2bc3f3124ae2
16257,Algebra,solving-inequalities,"Circle the inequality shown by the diagram.











"," andare represented by open circles on a number line. and  are represented by open circles on a number line.
There is an open circle at -4 so we are looking for .This rules out options 1 and 2.
There is a closed circle at 5 so we are looking for .This rules out option 3.
The correct option is option four,  [1]",6-algebra,e3416e9a-76e1-456c-b9a0-339c08c30b30
23920,"Ratio, Proportion, and Rates of Change",ratio-toolkit,"Purple paint is made by mixing red paint and blue paint in the ratio 5 : 2 Yan has 30 litres of red paint and 9 litres of blue paint.
What is the maximum amount of purple paint he can make?
.............................litres ","If Yan used all the red paint, find out how much blue paint Yan would need. 
Divide the 30 litres of red paint by their 5 ratio parts...
30 ÷ 5 = 6
... and multiply by 2 (the red paint ratio parts).
6 × 2 = 12
So Yan would need 12 litres of blue paint; Yan does not have enough blue paint to use all the red paint as he only has 9 litres of blue.
Therefore the maximum amount of purple paint he can make is by using all of the blue paint.
Using all the blue paint, find out how much red paint Yan will use.
Divide the 9 litres of blue paint by their 2 ratio parts...
9 ÷ 2 = 4.5
this or ""30 ÷ 5""  as above [1]
... and multiply by 5 (the red paint ratio parts).
4.5 × 5 = 22.5
this or ""6 × 2""  as above [1]
Using 9 litres of blue paint requires 22.5 litres of red paint. Add these two amounts together to get the maximum amount of purple paint made.
Maximum amount of purple paint = 9 + 22.5
Answer = 31.5 litres [1]",5-ratio-proportion-and-rates-of-change,
15485,Algebra,algebraic-fractions,"Circle the expression that is equivalent to 










","Before simplifying the fraction, look to see if the numerator or denominator can be factorised.In this case the denominator can be.

We can now see there is a factor of 3 on both the numerator and denominator so these will cancel.

Nothing else can be simplified.The third option should be circled.










[1]",2-algebra,11270388-2a5c-4fdb-8629-a845d126cf70
16912,Algebra,algebraic-fractions,"Circle the expression that is equivalent to 










","Before simplifying the fraction, look to see if the numerator or denominator can be factorised.In this case the denominator can be.

We can now see there is a factor of 3 on both the numerator and denominator so these will cancel.

Nothing else can be simplified.The third option should be circled.










[1]",2-algebra,b9860309-169b-45ce-a9a7-41ee7df09cb5
15045,Algebra,expanding-brackets,Expand and simplify       ,"Multiply the terms outside the brackets by all the terms inside the brackets 

first or second pair of terms correct [1]
Simplify the terms (by multiplying their parts together) 
 
Collect the y terms 
 
Collect the numbers 
 
Write down the final answer
 [1]",6-algebra,57b083d1-1b67-4b49-9e1f-cfe0b18bf3fe
16767,Algebra,expanding-brackets,Expand and simplify       ,"Multiply the terms outside the brackets by all the terms inside the brackets 

first or second pair of terms correct [1]
Simplify the terms (by multiplying their parts together) 
 
Collect the y terms 
 
Collect the numbers 
 
Write down the final answer
 [1]",2-algebra,5ccf66bc-3832-47e2-b1c8-20a27087c60f
16835,Algebra,estimating-gradients-and-areas-under-graphs,"The graph shows information about the velocity,  m/s, of a parachutist  seconds after leaving a plane.

Work out an estimate for the acceleration of the parachutist at  = 6","In a velocity-time graph, the acceleration is equivalent to the gradient of the graphWe can estimate the acceleration at time 6 seconds by drawing a tangent at time 6 seconds and calculating its gradient
First draw a tangent at 6 seconds. This should be a straight line (use a ruler or straight edge) touching the curve at 6 seconds, but not crossing the curve

suitable tangent line drawn [1]
Pick two points on the tangent, not too close to each other. Try to pick points that can be clearly read off the grid. E.g. in the diagram above, we have picked (8, 54) and (0, 23)Find the gradient between these two points using  or Your gradient will depend on your tangent so there is some margin of error permitted in exam questions. For the tangent drawn above, the calculation and answer would be as follows
 
As the velocity is in m/s and the time is in seconds, the gradient is the acceleration in m/s2If your calculation does not result in an exact answer, write the answer to at least 3 significant figures
3.875 m/s2Any answer from 3 to 4.5 m/s2 so long as it is consistent with the drawn tangent line [1]",2-algebra,468532bb-1c1d-4314-98b2-0d96ae113bdc
24270,Graphs and Equations,estimating-gradients-and-areas-under-graphs,"The graph shows information about the velocity,  m/s, of a parachutist  seconds after leaving a plane.

Work out an estimate for the acceleration of the parachutist at  = 6","In a velocity-time graph, the acceleration is equivalent to the gradient of the graphWe can estimate the acceleration at time 6 seconds by drawing a tangent at time 6 seconds and calculating its gradient
First draw a tangent at 6 seconds. This should be a straight line (use a ruler or straight edge) touching the curve at 6 seconds, but not crossing the curve

suitable tangent line drawn [1]
Pick two points on the tangent, not too close to each other. Try to pick points that can be clearly read off the grid. E.g. in the diagram above, we have picked (8, 54) and (0, 23)Find the gradient between these two points using  or Your gradient will depend on your tangent so there is some margin of error permitted in exam questions. For the tangent drawn above, the calculation and answer would be as follows
 
As the velocity is in m/s and the time is in seconds, the gradient is the acceleration in m/s2If your calculation does not result in an exact answer, write the answer to at least 3 significant figures
3.875 m/s2Any answer from 3 to 4.5 m/s2 so long as it is consistent with the drawn tangent line [1]",7-graphs-of-equations-and-functions,
20368,Geometry and Measures,transformations,"ABC is a right-angled triangle.

Here is Sarah's method to find the length of .

What mistake has Sarah made in her method?","For Pythagoras' theorem , the length by itself (c) is the hypotenuse of the triangle. The hypotenuse is the longest side.
Sarah has not put the hypotenuse by itself so it should be  [1]",4-geometry-and-measures,
24736,Congruence and Similarity,transformations,"ABC is a right-angled triangle.

Here is Sarah's method to find the length of .

What mistake has Sarah made in her method?","For Pythagoras' theorem , the length by itself (c) is the hypotenuse of the triangle. The hypotenuse is the longest side.
Sarah has not put the hypotenuse by itself so it should be  [1]",9-congruence-and-similarity,
16049,Algebra,simultaneous-equations,The straight line  has equation     The curve  has equation  and  intersect at the points  and .Find the coordinates of the midpoint of .Show clear algebraic working.,"To find the intersection of two graphs we solve their equations simultaneously.
The second equation is quadratic so rearrange the first (linear) equation into x = or y = form and substitute.

[1]
Substitute this into the second (quadratic) equation.

[1]
Expand and simplify.

[1]
If you spot it, we can divide this equation by 3 to simplify the values involved.

Solve this by factorising, or if you can't spot the factors, use the quadratic formula (or your calculator).

[1]
Substitute these y values into any of the original equations (the rearranged linear equation is usually easiest) to find the x values.
  and  
[1]
Be careful to pair up the final answers correctly but the pairs of answers form the coordinates of points P and Q.(It doesn't matter which round P and Q are.)

The midpoint of a line between two points is given by taking the (mean) averages of the coordinates.
Midpoint of PQ is 
The coordinates of the midpoint of PQ are  [1]",2-algebra,88def7a7-d42e-433f-928a-356ebef7e51d
14801,Algebra,linear-equations,Solve ,"Remove the fraction by multiplying both sides by 5.

 [1]
Subtract 2 from both sides.

Multiply both sides by -1 to remove the negative sign.
 [1]",2-algebra,0d0c0a45-a3ab-49e2-bc60-3ac9eb0e4066
24705,Congruence and Similarity,congruence-similarity-and-geometrical-proof,"The diagram shows two cylinders,  and 

Cylinder  has height 1.6 m and radius 0.56 m.
Cylinder  is mathematically similar to cylinder .The height of cylinder  is 0.6 m.Work out the radius of cylinder .
....................................................... m
","The radius of A and the radius of B are corresponding lengths in similar shapes so find k, the scale factor, using  

Method 1
The radius of B is smaller than the radius of A. To go from the big shape to the small shape, put the small length on top in the fraction so that k will be smaller than 1

[1]
Find radius of B by multiplying the radius of A by k (notice that k < 1 so multiplying by k will make the length smaller)

0.21 m [1] Method 2
Finding k using  , if you put the larger length on top of the fraction then;

Notice that k > 1 so multiplying by k will make the length bigger- but in going from the radius of A to the radius of B, we want to go from a longer length to a smaller length. So divide by k instead

0.21 m [1]",9-congruence-and-similarity,
20833,Geometry and Measures,transformations,"You may use this coordinate grid to help you answer the following questions.

Describe fully the single transformation that is equivalent to
a translation of   followed by a translation of  .","The vector  represents a translation of a units right and b units upDescribe the translation given by  (negative signs reverse the direction) 
7 units left and 2 units up 
Describe the translation given by   
3 units right and 5 units down 
Combine these translations into one single translation (for example, by adding components) 
-7 + 3 = -4 units right (4 units left)2 - 5 = -3 units up (3 units down) 
For the final answer, state the type of transformation (""translation"") and its vector 
the word ""translation"" seen with one correct vector component [1]
a translation by   [1]
The word ""translation""  is needed as well as the vector",4-geometry-and-measures,
24766,Congruence and Similarity,transformations,"You may use this coordinate grid to help you answer the following questions.

Describe fully the single transformation that is equivalent to
a translation of   followed by a translation of  .","The vector  represents a translation of a units right and b units upDescribe the translation given by  (negative signs reverse the direction) 
7 units left and 2 units up 
Describe the translation given by   
3 units right and 5 units down 
Combine these translations into one single translation (for example, by adding components) 
-7 + 3 = -4 units right (4 units left)2 - 5 = -3 units up (3 units down) 
For the final answer, state the type of transformation (""translation"") and its vector 
the word ""translation"" seen with one correct vector component [1]
a translation by   [1]
The word ""translation""  is needed as well as the vector",9-congruence-and-similarity,
17368,Algebra,iteration,Show that the equation  can be arranged to give  ,"Subtract x3 from both sides 
 
Divide both sides by 4 
 
Separate into two fractions (by writing each term in the numerator over the denominator) 
 [1]",2-algebra,7448dfeb-af13-42da-a68a-c86090cd5263
21222,Geometry and Measures,vectors,What does your answer to part (b) tell you about the position of point ?,"Compare the vectors  and 

If one vector is a scalar multiple of another then the two vectors are parallel. 
OT and OS are parallel with a common point O, therefore OST is a straight line
[1]
S lies on the line OT and OS : ST = 3 : 1 [1]",4-geometry-and-measures,
24746,Congruence and Similarity,vectors,What does your answer to part (b) tell you about the position of point ?,"Compare the vectors  and 

If one vector is a scalar multiple of another then the two vectors are parallel. 
OT and OS are parallel with a common point O, therefore OST is a straight line
[1]
S lies on the line OT and OS : ST = 3 : 1 [1]",9-congruence-and-similarity,
16142,Algebra,algebraic-fractions,"Express as a single fraction.

Simplify your answer.
","Find the lowest common denominator by multiplying (n + 1) by n.
lowest common denominator is (n + 1) × n = n(n + 1)
Multiply top-and-bottom of each fraction by the factor needed to form this denominator.

Write as one single fraction over the common denominator.Subtract the numerators.

[1]
Expand the brackets in the numerator.

Collect ""like"" terms in the numerator.

Nothing else factorises or cancels.
 [1]",2-algebra,99c2d8b3-b8a6-472b-8995-32c0bd07ae31
16441,Algebra,factorising,Simplify fully      ,"Add the powers of n in the numerator (using the index law ) 

[1] 
Subtract the powers of n (using the index law ) 

 [1]",6-algebra,f66edd2e-e1f3-48d7-84e9-478f1fda758b
17335,Algebra,factorising,Simplify fully      ,"Add the powers of n in the numerator (using the index law ) 

[1] 
Subtract the powers of n (using the index law ) 

 [1]",2-algebra,01be33a3-bd20-4703-8d34-9954de2cb185
16019,Algebra,real-life-graphs,"You can use this conversion graph to change between pounds (£) and dollars ($).

Use the conversion graph to change £5 to dollars.","Draw a line up from £5 on the horizontal axis until it hits the line. Then draw a line across and read off the vertical $ axis

$8 [1]",2-algebra,86e8c80a-4713-439c-90f8-f0386d551637
24223,Graphs and Equations,real-life-graphs,"You can use this conversion graph to change between pounds (£) and dollars ($).

Use the conversion graph to change £5 to dollars.","Draw a line up from £5 on the horizontal axis until it hits the line. Then draw a line across and read off the vertical $ axis

$8 [1]",7-graphs-of-equations-and-functions,
18402,Number and Operations,powers-roots-and-standard-form,Explain why your answer to part (a) is unlikely to be the actual number of grains of salt in the packet.,The weight for a grain of salt is only an average; each grain may weigh more or less which would result in a different value for the number of grains of salt [1],1-number,
18751,Algebra,powers-roots-and-standard-form,Explain why your answer to part (a) is unlikely to be the actual number of grains of salt in the packet.,The weight for a grain of salt is only an average; each grain may weigh more or less which would result in a different value for the number of grains of salt [1],3-indices-and-surds,
22512,Statistics,scatter-graphs-and-correlation,"The scatter diagram shows the physics mark and the chemistry mark for each of 12 students.
 i)
What type of correlation is shown in the scatter diagram?
[1] ii)
On the scatter diagram, draw a line of best fit.
[1] iii)
Find an estimate of the chemistry mark for another student who has a physics mark of 4.
[1]","i)

As physics marks increase, chemistry marks tend to increase. So it is positive correlation.
Positive [1]It is not necessary to comment on the strength of the correlation.
 ii)

The line of best fit (LOBF) is drawn by eye so there is some margin of error.It does not have to, but may, pass through any of the plotted points.In this case it does not necesarily have to pass through the origin.
However, the LOBF must be drawn with a ruler/ straight edge and must match the correlation of the points. It should have roughly the same number of points above as below it and should extend all the way to the edges of the grid.
The LOBF drawn below is an example of an appropriate answer.

 any appropriate line [1]
 iii)

Your answer to this question will depend on your line of best fit (LOBF) drawn in the previous part of the question.But your method should always be the same.
Draw a vertical line up from 4 on the physics axis until it hits your LOBF.Then draw a horizontal line across to the chemistry axis.

Read off the chemistry axis to estimate the mark.Give your answer as a whole number, as we assume the test scores are whole numbers.The nearest whole number according to this LOBF is 2.
2 [1]Only ""2"" is accepted- if you don't get ""2"" then you should check, and if necessary redraw, your LOBF.

",6-statistics,
22573,Statistics,scatter-graphs-and-correlation,"The scatter diagram shows the physics mark and the chemistry mark for each of 12 students.
 i)
What type of correlation is shown in the scatter diagram?
[1] ii)
On the scatter diagram, draw a line of best fit.
[1] iii)
Find an estimate of the chemistry mark for another student who has a physics mark of 4.
[1]","i)

As physics marks increase, chemistry marks tend to increase. So it is positive correlation.
Positive [1]It is not necessary to comment on the strength of the correlation.
 ii)

The line of best fit (LOBF) is drawn by eye so there is some margin of error.It does not have to, but may, pass through any of the plotted points.In this case it does not necesarily have to pass through the origin.
However, the LOBF must be drawn with a ruler/ straight edge and must match the correlation of the points. It should have roughly the same number of points above as below it and should extend all the way to the edges of the grid.
The LOBF drawn below is an example of an appropriate answer.

 any appropriate line [1]
 iii)

Your answer to this question will depend on your line of best fit (LOBF) drawn in the previous part of the question.But your method should always be the same.
Draw a vertical line up from 4 on the physics axis until it hits your LOBF.Then draw a horizontal line across to the chemistry axis.

Read off the chemistry axis to estimate the mark.Give your answer as a whole number, as we assume the test scores are whole numbers.The nearest whole number according to this LOBF is 2.
2 [1]Only ""2"" is accepted- if you don't get ""2"" then you should check, and if necessary redraw, your LOBF.

",6-statistics,
15122,Algebra,simultaneous-equations,"There are only  red counters and  green counters in a bag.
A counter is taken at random from the bag.
The probability that the counter is green is 
The counter is put back in the bag.
 more red counters and  more green counters are put in the bag.A counter is taken at random from the bag.The probability that the counter is green is 
Find the number of red counters and the number of green counters that were in the bag originally.","Write equations for both the first and second situation.For the first situation, there are  green counters and  counters in total.

[1]
For the second situation there are  green counters and  counters in total.

[1]
Simplifying both of the above and we have two simultaneous equations to solve.

and

Multiply by denominators to remove fractions (cross-multiply) for both equations.

and

[1]
Expand and simplify.

and

Solve  and  simultaneously.

Substitute into .

[1]
Find r by substituting this value of g back into equation .

Now we can answer the question.
There were originally 12 red and 9 green counters in the bag [1]",2-algebra,ab2244bb-705b-4a9f-9e5f-960a1dfc31dd
17323,Algebra,simultaneous-equations,"There are only  red counters and  green counters in a bag.
A counter is taken at random from the bag.
The probability that the counter is green is 
The counter is put back in the bag.
 more red counters and  more green counters are put in the bag.A counter is taken at random from the bag.The probability that the counter is green is 
Find the number of red counters and the number of green counters that were in the bag originally.","Write equations for both the first and second situation.For the first situation, there are  green counters and  counters in total.

[1]
For the second situation there are  green counters and  counters in total.

[1]
Simplifying both of the above and we have two simultaneous equations to solve.

and

Multiply by denominators to remove fractions (cross-multiply) for both equations.

and

[1]
Expand and simplify.

and

Solve  and  simultaneously.

Substitute into .

[1]
Find r by substituting this value of g back into equation .

Now we can answer the question.
There were originally 12 red and 9 green counters in the bag [1]",6-algebra,3479a2e7-dea8-4ea9-8d9c-ec18ee19c687
20191,Geometry and Measures,volume-and-surface-area,"Ashraf is going to put boxes into a crate.
   The crate is a cuboid measuring 2.5 m by 2 m by 1.2 m   Each box is a cube of length 50 cm
He does these calculations.








He claims,   ‘‘I can put 48 boxes in the crate.’’Evaluate Ashraf’s method and claim.","Ashraf is assuming that the boxes will fit perfectly into the crate with no space leftover, however the length 50 cm does not go perfectly into 1.2 m, so there would be a gap leftover. 
The 1.2 m dimension can only fit 2 boxes, so we would have to consider this as a 1 m space, with the 0.2 m space leftover.

Ashraf's method does not work as 50 cm does not go into 1.2 m [1]Ashraf's claim is wrong as only 40 boxes can fit in the crate [1]",4-geometry-and-measures,
20575,Geometry and Measures,volume-and-surface-area,"Ashraf is going to put boxes into a crate.
   The crate is a cuboid measuring 2.5 m by 2 m by 1.2 m   Each box is a cube of length 50 cm
He does these calculations.








He claims,   ‘‘I can put 48 boxes in the crate.’’Evaluate Ashraf’s method and claim.","Ashraf is assuming that the boxes will fit perfectly into the crate with no space leftover, however the length 50 cm does not go perfectly into 1.2 m, so there would be a gap leftover. 
The 1.2 m dimension can only fit 2 boxes, so we would have to consider this as a 1 m space, with the 0.2 m space leftover.

Ashraf's method does not work as 50 cm does not go into 1.2 m [1]Ashraf's claim is wrong as only 40 boxes can fit in the crate [1]",4-geometry-and-measures,
15754,Algebra,algebraic-fractions,Write       as a single fraction in its simplest form.,"Find the lowest common denominator by multiplying (x - 3) by (x + 3) 
lowest common denominator is 
[1]
Multiply top-and-bottom of each fraction by the brackets needed to form this denominator 
 
Write as one single fraction over the common denominatorSubtract the numerators 

[1]
Expand the brackets in the numerator 
 
Collect ""like"" terms in the numerator
 [1]",2-algebra,00fbc7e0-14f2-4b8e-b177-99db1ea5c8ad
16982,Algebra,algebraic-fractions,Write       as a single fraction in its simplest form.,"Find the lowest common denominator by multiplying (x - 3) by (x + 3) 
lowest common denominator is 
[1]
Multiply top-and-bottom of each fraction by the brackets needed to form this denominator 
 
Write as one single fraction over the common denominatorSubtract the numerators 

[1]
Expand the brackets in the numerator 
 
Collect ""like"" terms in the numerator
 [1]",6-algebra,fb98565d-cec0-47c3-8efb-0d75b2f8aa6a
16667,Algebra,functions,Express the inverse function  in the form ,"Replace g(x) with y 
 
Without rearranging the equation, swap the x's and y's 

[1]
We must make y the subject of this new equationRemove fractions (by multiplying both sides by y - 2) 

Get (y - 2) on its own (by dividing both sides by x) 

[1]
Get y on its own (by adding 2 to both sides) 
 
The function on the right-hand side is the inverse function, g-1(x)Replace y with g-1(x) to write down the final answer
 [1]
 is also accepted",2-algebra,66855d34-ec49-4726-b309-3305dc87e2d3
21589,Geometry and Measures,angles-in-polygons-and-parallel-lines,"Here is a pentagon .


 is a kite.
Angle Angle Angle 
Work out the size of angle .","Find angle EAB and angle DBA.
Angle EAB = Angle EDB = 130o   (ABDE is a kite)
Angle AED + Angle EDB  + Angle DBA + Angle BAE = 360o (Angles in a quadrilateral)

[1]
Find angle BCD.
Angle BDC = Angle BCD   (Triangle BCD is isosceles)
Angle BCD = 72o

Find angle CBD.
Angle CBD + Angle BDC + Angle BCD = 180o   (Angles in a triangle sum to 180o)


Triangle ABC is isosceles.

Form an equation for the sum of interior angles of a triangle and solve.

[1]
 [1]",4-geometry-and-measures,
16572,Algebra,graphs-of-functions,"The sketch shows part of a graph which has equation .

Find the values of and .
","The roots of the quadratic equation are (−3, 0) and (−1, 0) which tells you that the equation takes the form;

[1]
Expand the brackets.

[1]
To find a, substitute in the point (0, 12) and solve for a.

 [1]
Replace a with 4 in  and expand to find b and c.

 [1] [1]
",2-algebra,e46dd8ce-7d07-4d9b-a1e0-9f7e5f76ba2b
24350,Graphs and Equations,graphs-of-functions,"The sketch shows part of a graph which has equation .

Find the values of and .
","The roots of the quadratic equation are (−3, 0) and (−1, 0) which tells you that the equation takes the form;

[1]
Expand the brackets.

[1]
To find a, substitute in the point (0, 12) and solve for a.

 [1]
Replace a with 4 in  and expand to find b and c.

 [1] [1]
",7-graphs-of-equations-and-functions,
15191,Algebra,estimating-gradients-and-areas-under-graphs,The instantaneous rate of decrease of the temperature of the water at time  seconds is equal to the average rate of decrease of the temperature of the water between  = 0 and  = 800.Find an estimate for the value of .You must show how you got your answer.,,2-algebra,be8d2ab0-766e-4a3a-90e4-bdffc02d6bd3
24334,Graphs and Equations,estimating-gradients-and-areas-under-graphs,The instantaneous rate of decrease of the temperature of the water at time  seconds is equal to the average rate of decrease of the temperature of the water between  = 0 and  = 800.Find an estimate for the value of .You must show how you got your answer.,,7-graphs-of-equations-and-functions,
21642,Geometry and Measures,area-and-volume-of-similar-shapes," and  are regular hexagons each with centre .

 is an enlargement of , with centre  and scale factor 2
The triangle  has an area of 5 cm2
Calculate the area of the shaded region.
....................................................... cm2","A regular hexagon is made up of 6 equilateral triangles.Calculate the area of the smaller hexagon by multiplying the area of one triangle by 6.

Find the area scale factor between the two hexagons by squaring the length scale factor.

Calculate the area of the larger hexagon by multiplying the area of the smaller hexagon by the area scale factor.

[1]
Find the shaded area by subtracting the area of the smaller hexagon from the area of the larger hexagon.

[1]
90 cm2 [1]",4-geometry-and-measures,
24751,Congruence and Similarity,area-and-volume-of-similar-shapes," and  are regular hexagons each with centre .

 is an enlargement of , with centre  and scale factor 2
The triangle  has an area of 5 cm2
Calculate the area of the shaded region.
....................................................... cm2","A regular hexagon is made up of 6 equilateral triangles.Calculate the area of the smaller hexagon by multiplying the area of one triangle by 6.

Find the area scale factor between the two hexagons by squaring the length scale factor.

Calculate the area of the larger hexagon by multiplying the area of the smaller hexagon by the area scale factor.

[1]
Find the shaded area by subtracting the area of the smaller hexagon from the area of the larger hexagon.

[1]
90 cm2 [1]",9-congruence-and-similarity,
24057,"Ratio, Proportion, and Rates of Change",exchange-rates-and-best-buys,"Adele changes $306 into euros (€) when the exchange rate is €1 = $1.125.Calculate the number of euros she receives.
€ ............................................... ","€1 is worth $1.125. Note that the number in Euros is less than the number in dollarsIf you're not sure whether to multiply or divide $306 by 1.125, remember that the resulting number in dollars should be less than the 306 Euros!Another way to think about this is that if we want to go from Euros to dollars, we multiply by 1.125. But here we want to go from dollars to Euros, so we divide by 1.125

[1]
 €272 [1]",5-ratio-proportion-and-rates-of-change,
17151,Algebra,completing-the-square,"The line  is the line of symmetry of the curve with equation 
Using your answer to part (a) or otherwise, write down an equation of .
","Quadratic graphs are parabolas that have a line of symmetry that passes through the turning point.
The quadratic graph  is a positive quadratic (positive x2 term) so its turning point will be a minimum point.
The minimum point is found by completing the square.

The minimum point of  is .

The line of symmetry will be a vertical line passing through this point, but we need its equation for the answer.Vertical lines have equations of the form .
The line of symmetry L has equation  [1]
You could sketch the graph if it helps you to see the symmetry.",2-algebra,a5c80629-dc9e-420c-95e6-a15c2d0e716f
20143,Geometry and Measures,right-angled-triangles---pythagoras-and-trigonometry,"The diagram shows the positions of three turbines  and .

 is 6 km due north of turbine . is 4.5 km due west of turbine .
Calculate the distance .","ABC is a right angled triangle so you can use Pythagoras' Theorem: , where c is the length of the hypotenuse and a and b are the lengths of the other two sides.

[1]
Take the positive square root of both sides.

[1]
Remember to include the units for the length.
 [1]",4-geometry-and-measures,
16608,Algebra,sequences,the th term.,"We have already identified that the terms are all square numbers. Therefore it is a quadratic sequence, however rather than use the first and second difference method to identify a from ax2 + bx + c, use an intuitive method
Write the terms as their squares...

... we see that the bases are 2, 3, 4, 5, 6, ... which is the linear sequence ""n + 1""
               nth term =  [1]The first second difference method to find a would lead to """", which is the same answer as above but in expanded form",6-algebra,a019649a-4697-45d1-ab6d-76882a2e358c
16949,Algebra,sequences,the th term.,"We have already identified that the terms are all square numbers. Therefore it is a quadratic sequence, however rather than use the first and second difference method to identify a from ax2 + bx + c, use an intuitive method
Write the terms as their squares...

... we see that the bases are 2, 3, 4, 5, 6, ... which is the linear sequence ""n + 1""
               nth term =  [1]The first second difference method to find a would lead to """", which is the same answer as above but in expanded form",2-algebra,98f62773-4048-4597-a7d6-8eeb40c56f58
22532,Statistics,cumulative-frequency-and-box-plots,"The table shows information about the times taken by  people in a fun run.



Time (  minutes)
Frequency




























Complete the cumulative frequency table for this information.




Time (  minutes)
Cumulative frequency



 



 



 



 



 



 



","Cumulative frequency is a running total of the frequencies.



Time (t minutes)
Cumulative Frequency


20 < t ≤ 30
4


20 < t ≤ 40
4 + 16 = 20


20 < t ≤ 50
20 + 36 = 56


20 < t ≤ 60
56 + 24 = 80


20 < t ≤ 70
80 + 14 = 94


20 < t ≤ 80
94 + 6 = 100




All correct [1]",6-statistics,
22900,Statistics,cumulative-frequency-and-box-plots,"The table shows information about the times taken by  people in a fun run.



Time (  minutes)
Frequency




























Complete the cumulative frequency table for this information.




Time (  minutes)
Cumulative frequency



 



 



 



 



 



 



","Cumulative frequency is a running total of the frequencies.



Time (t minutes)
Cumulative Frequency


20 < t ≤ 30
4


20 < t ≤ 40
4 + 16 = 20


20 < t ≤ 50
20 + 36 = 56


20 < t ≤ 60
56 + 24 = 80


20 < t ≤ 70
80 + 14 = 94


20 < t ≤ 80
94 + 6 = 100




All correct [1]",6-statistics,
24526,Graphs and Equations,real-life-graphs,"Beth ran a 200 metre race.
Here is a graph of the first 8 seconds of her race.
She completed the race at a constant speed of 9 m/s

Amy completed the race in 27 seconds.
Did Beth finish before Amy?You must show your working.","Complete the graph for Beth's journey, to find how long it took her to compete the race.
You need to determine how far she ran in the first 8 seconds, using the fact that the area under a speed-time graph represents the distance. Area of a triangle = × base × height.
area triangle  m
[1]
Therefore Beth ran 36 metres in the first 9 seconds. Calculate how many metres she has left until 200 m.
200 − 36 = 164
Beth has 164 metres remaining, at a speed of 9 m/s. Time .
Time for remaining 164 m =  seconds
[1]
Add the first 8 seconds to this to find Beth's total race time.
8 + 18.2 = 26.2 seconds
Yes, Beth finished the race before Amy [1]""26.2"" must be seen to achieve the final mark 
",7-graphs-of-equations-and-functions,
17017,Algebra,real-life-graphs,"Work out the average speed of the train, in m/ s, during the 60 seconds.
................................................... m/ s","Average speed =  so we need to find the total distance (the total time is 60 seconds).
The area under a speed-time graph represents the distance (because distance = speed × time).
The speed-time graph here is in the shape of a trapezium and area of a trapezium =  where  and  are the parallel lengths and  is the perpendicular height. We can read these values from the graph:

Distance = area = 
attempt seen to find the area under the graph (using trapezium or two triangles and a rectangle) [1]partially correct attempt to find area under graph (no more than one mistake) [1]
= 950 m
correct area [1]
Divide this result by the total time (60 seconds) to find the average speed.
Average speed = 
[1]
                                              = 15.83333333... 
Round to at least 3 significant figures or state your answer as a recurring decimal.
Answer =  or  m/s [1]",2-algebra,e8c3c91e-bc36-46bf-ae9d-387fcae59e79
