Section Merged,Lemma,Occurrences in Section Merged,Unique Topics in Section Merged,POS Tags
"Ratio, Proportion, and Rates of Change",Circle,14,4,PROPN
"Ratio, Proportion, and Rates of Change",Class,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Colin,3,3,PROPN
"Ratio, Proportion, and Rates of Change",Czech,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Dane,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Daniel,3,2,PROPN
"Ratio, Proportion, and Rates of Change",Danil,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Dave,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Delhi,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Denesh,2,2,PROPN
"Ratio, Proportion, and Rates of Change",Deon,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Donald,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Earth,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Ed,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Elaine,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Ella,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Ellie,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Emma,6,2,PROPN
"Ratio, Proportion, and Rates of Change",England,1,1,PROPN
"Ratio, Proportion, and Rates of Change",English,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Fay,1,1,PROPN
"Ratio, Proportion, and Rates of Change",First,1,1,PROPN
"Ratio, Proportion, and Rates of Change",France,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Frank,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Fulbeck,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Gabriel,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Ganby,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Geneva,1,1,PROPN
"Ratio, Proportion, and Rates of Change",George,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Gretal,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Group,1,1,PROPN
"Ratio, Proportion, and Rates of Change",H,1,1,PROPN
"Ratio, Proportion, and Rates of Change",HK$12.30,1,1,PROPN
"Ratio, Proportion, and Rates of Change",HK$3179.55In,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Hadley,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Hamish,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Hanif,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Harry,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Hedge,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Helen,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Henry,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Himari,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Hong,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Horton,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Ingredients,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Ingredientsto,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Isla,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Jack,1,1,PROPN
"Ratio, Proportion, and Rates of Change",James,3,2,PROPN
"Ratio, Proportion, and Rates of Change",Janet,1,1,PROPN
"Ratio, Proportion, and Rates of Change",January,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Jardins,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Jasmine,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Jay,4,2,PROPN
"Ratio, Proportion, and Rates of Change",Jeff,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Jenny,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Joe,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Jon,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Julie,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Junction,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Jupiter,5,1,PROPN
"Ratio, Proportion, and Rates of Change",Kanpur,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Karel,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Kate,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Katie,4,2,PROPN
"Ratio, Proportion, and Rates of Change",Kay,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Kaz,3,2,PROPN
"Ratio, Proportion, and Rates of Change",Kiaria,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Kirsty,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Kong,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Krona,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Kyle,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Laced,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Large,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Lethna,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Letter,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Lin,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Linda,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Lionel,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Liz,1,1,PROPN
"Ratio, Proportion, and Rates of Change",London,7,2,PROPN
"Ratio, Proportion, and Rates of Change",Maddie,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Margaret,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Maria,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Marian,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Mariana,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Marianne,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Marseille,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Mart,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Martha,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Mary,3,2,PROPN
"Ratio, Proportion, and Rates of Change",Matthew,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Max,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Mega,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Meter,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Mia,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Milo,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Mix,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Monday,7,3,PROPN
"Ratio, Proportion, and Rates of Change",Mr,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Muller,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Neil,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Neptune,2,1,PROPN
"Ratio, Proportion, and Rates of Change",New,6,2,PROPN
"Ratio, Proportion, and Rates of Change",No,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Number,2,2,PROPN
"Ratio, Proportion, and Rates of Change",Oil,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Oil?You,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Outways,1,1,PROPN
"Ratio, Proportion, and Rates of Change",P,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Pack,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Pancakes,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Paris,3,2,PROPN
"Ratio, Proportion, and Rates of Change",Pau,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Paulo,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Pavel,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Peter,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Pieter,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Pink,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Pinkred,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Pizza,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Pooles,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Post,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Premier,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Raksha,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Rana,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Rashid,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Raya,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Red,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Reece,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Republic,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Riza,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Rob,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Robert,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Rose,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Saj,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Sale,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Sally,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Sam,4,1,PROPN
"Ratio, Proportion, and Rates of Change",Sand,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Sandra,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Sarah,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Saturday,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Seth,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Sharon,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Sheila,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Shortbread,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Shortcakes,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Show,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Small,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Spanish,3,2,PROPN
"Ratio, Proportion, and Rates of Change",Stalls,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Standard,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Stone,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Style,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Suha,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Sumeet,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Sun,5,1,PROPN
"Ratio, Proportion, and Rates of Change",Sundip,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Talil,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Tara,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Tariq,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Theo,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Thor,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Tick,2,2,PROPN
"Ratio, Proportion, and Rates of Change",Tim,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Tom,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Trainers,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Triangle,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Tuesday,4,2,PROPN
"Ratio, Proportion, and Rates of Change",Turkey,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Type,2,1,PROPN
"Ratio, Proportion, and Rates of Change",UK,1,1,PROPN
"Ratio, Proportion, and Rates of Change",US,2,1,PROPN
"Ratio, Proportion, and Rates of Change",USA,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Use,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Veale,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Venus,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Wallpaper,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Water,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Weight,2,1,PROPN
"Ratio, Proportion, and Rates of Change",William,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Work,6,3,PROPN
"Ratio, Proportion, and Rates of Change",World,1,1,PROPN
"Ratio, Proportion, and Rates of Change",X,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Y,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Yan,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Yellow,3,1,PROPN
"Ratio, Proportion, and Rates of Change",York,2,1,PROPN
"Ratio, Proportion, and Rates of Change",Zak,1,1,PROPN
"Ratio, Proportion, and Rates of Change",Zealand,3,1,PROPN
"Ratio, Proportion, and Rates of Change",Zhi,1,1,PROPN
"Ratio, Proportion, and Rates of Change",a,4,3,NOUN
"Ratio, Proportion, and Rates of Change",able,2,1,ADJ
"Ratio, Proportion, and Rates of Change",account,3,1,NOUN
"Ratio, Proportion, and Rates of Change",achieve,2,1,VERB
"Ratio, Proportion, and Rates of Change",act,1,1,NOUN
"Ratio, Proportion, and Rates of Change",add,1,1,VERB
"Ratio, Proportion, and Rates of Change",adult,7,1,NOUN
"Ratio, Proportion, and Rates of Change",affect,4,3,VERB
"Ratio, Proportion, and Rates of Change",age,7,1,NOUN
"Ratio, Proportion, and Rates of Change",almond,2,1,NOUN
"Ratio, Proportion, and Rates of Change",along,1,1,ADV
"Ratio, Proportion, and Rates of Change",also,8,4,ADV
"Ratio, Proportion, and Rates of Change",amount,22,5,NOUN
"Ratio, Proportion, and Rates of Change",angle,4,2,NOUN
"Ratio, Proportion, and Rates of Change",angled,1,1,ADJ
"Ratio, Proportion, and Rates of Change",answer,67,6,NOUN
"Ratio, Proportion, and Rates of Change",approximate,1,1,ADJ
"Ratio, Proportion, and Rates of Change",approximately,2,1,ADV
"Ratio, Proportion, and Rates of Change",area,6,2,NOUN
"Ratio, Proportion, and Rates of Change",arrive,2,1,VERB
"Ratio, Proportion, and Rates of Change",as,12,3,ADV
"Ratio, Proportion, and Rates of Change",ask,2,1,VERB
"Ratio, Proportion, and Rates of Change",assume,7,1,VERB
"Ratio, Proportion, and Rates of Change",assumption,8,3,NOUN
"Ratio, Proportion, and Rates of Change",at,1,1,ADV
"Ratio, Proportion, and Rates of Change",average,7,2,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",b,1,1,NOUN
"Ratio, Proportion, and Rates of Change",bag,28,3,NOUN
"Ratio, Proportion, and Rates of Change",bag(kg,1,1,NOUN
"Ratio, Proportion, and Rates of Change",bag(£,1,1,NOUN
"Ratio, Proportion, and Rates of Change",bake,1,1,VERB
"Ratio, Proportion, and Rates of Change",banana,1,1,NOUN
"Ratio, Proportion, and Rates of Change",base,1,1,VERB
"Ratio, Proportion, and Rates of Change",bathroom,2,1,NOUN
"Ratio, Proportion, and Rates of Change",be,37,4,VERB
"Ratio, Proportion, and Rates of Change",become,2,1,VERB
"Ratio, Proportion, and Rates of Change",beginning,1,1,NOUN
"Ratio, Proportion, and Rates of Change",below,6,3,ADV
"Ratio, Proportion, and Rates of Change",big,1,1,ADJ
"Ratio, Proportion, and Rates of Change",bill,1,1,NOUN
"Ratio, Proportion, and Rates of Change",bind,1,1,VERB
"Ratio, Proportion, and Rates of Change",bird,2,1,NOUN
"Ratio, Proportion, and Rates of Change",birthday,4,2,NOUN
"Ratio, Proportion, and Rates of Change",biscuit,3,1,NOUN
"Ratio, Proportion, and Rates of Change",biscuitsmake,1,1,VERB
"Ratio, Proportion, and Rates of Change",black,2,2,ADJ
"Ratio, Proportion, and Rates of Change",block,2,1,NOUN
"Ratio, Proportion, and Rates of Change",blue,14,2,ADJ
"Ratio, Proportion, and Rates of Change",blueberry,2,1,NOUN
"Ratio, Proportion, and Rates of Change",boot,2,2,NOUN
"Ratio, Proportion, and Rates of Change",both,1,1,ADV
"Ratio, Proportion, and Rates of Change",bottle,11,3,NOUN
"Ratio, Proportion, and Rates of Change",bottle?you,1,1,NOUN
"Ratio, Proportion, and Rates of Change",box,14,5,NOUN
"Ratio, Proportion, and Rates of Change",boy,6,2,NOUN
"Ratio, Proportion, and Rates of Change",break,1,1,VERB
"Ratio, Proportion, and Rates of Change",breakfast,2,1,NOUN
"Ratio, Proportion, and Rates of Change",brick,1,1,NOUN
"Ratio, Proportion, and Rates of Change",build,3,1,VERB
"Ratio, Proportion, and Rates of Change",bungalow,2,1,NOUN
"Ratio, Proportion, and Rates of Change",butter,4,1,NOUN
"Ratio, Proportion, and Rates of Change",butter1000,1,1,PROPN
"Ratio, Proportion, and Rates of Change",butter200,1,1,PROPN
"Ratio, Proportion, and Rates of Change",butter300,1,1,PROPN
"Ratio, Proportion, and Rates of Change",butter350,2,1,PROPN
"Ratio, Proportion, and Rates of Change",butterI,2,1,PROPN
"Ratio, Proportion, and Rates of Change",buy,24,4,VERB
"Ratio, Proportion, and Rates of Change",buy?write,1,1,VERB
"Ratio, Proportion, and Rates of Change",buy?you,1,1,NOUN
"Ratio, Proportion, and Rates of Change",c.give,1,1,NOUN
"Ratio, Proportion, and Rates of Change",café,1,1,NOUN
"Ratio, Proportion, and Rates of Change",cake,10,2,NOUN
"Ratio, Proportion, and Rates of Change",cakes?you,1,1,NOUN
"Ratio, Proportion, and Rates of Change",calculate,28,5,VERB
"Ratio, Proportion, and Rates of Change",calculator,1,1,NOUN
"Ratio, Proportion, and Rates of Change",calorie,2,1,NOUN
"Ratio, Proportion, and Rates of Change",camera,1,1,NOUN
"Ratio, Proportion, and Rates of Change",campsite,1,1,NOUN
"Ratio, Proportion, and Rates of Change",capacity,2,1,NOUN
"Ratio, Proportion, and Rates of Change",car,4,3,NOUN
"Ratio, Proportion, and Rates of Change",card,8,2,NOUN
"Ratio, Proportion, and Rates of Change",carry,2,2,VERB
"Ratio, Proportion, and Rates of Change",carton,2,1,NOUN
"Ratio, Proportion, and Rates of Change",cashew,2,1,NOUN
"Ratio, Proportion, and Rates of Change",cashews,2,1,NOUN
"Ratio, Proportion, and Rates of Change",caster,1,1,NOUN
"Ratio, Proportion, and Rates of Change",catch,1,1,VERB
"Ratio, Proportion, and Rates of Change",cement,2,1,NOUN
"Ratio, Proportion, and Rates of Change",cement85,1,1,NOUN
"Ratio, Proportion, and Rates of Change",cent,3,1,NOUN
"Ratio, Proportion, and Rates of Change",centimetre,6,2,NOUN
"Ratio, Proportion, and Rates of Change",cereal,2,1,NOUN
"Ratio, Proportion, and Rates of Change",change,25,4,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",charge,3,1,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",cheap,4,1,ADJ
"Ratio, Proportion, and Rates of Change",cheaply,3,1,ADV
"Ratio, Proportion, and Rates of Change",check,1,1,VERB
"Ratio, Proportion, and Rates of Change",chicken,4,2,NOUN
"Ratio, Proportion, and Rates of Change",chicken150,1,1,PROPN
"Ratio, Proportion, and Rates of Change",child,18,2,NOUN
"Ratio, Proportion, and Rates of Change",chocolate,2,1,NOUN
"Ratio, Proportion, and Rates of Change",cinema,3,1,NOUN
"Ratio, Proportion, and Rates of Change",circle,9,4,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",city,2,2,NOUN
"Ratio, Proportion, and Rates of Change",class,3,1,NOUN
"Ratio, Proportion, and Rates of Change",clean,3,2,"ADJ, VERB"
"Ratio, Proportion, and Rates of Change",cleaner,2,1,NOUN
"Ratio, Proportion, and Rates of Change",clearly,2,1,ADV
"Ratio, Proportion, and Rates of Change",cm,13,3,NOUN
"Ratio, Proportion, and Rates of Change",cm2,3,1,NOUN
"Ratio, Proportion, and Rates of Change",cm3,4,1,NOUN
"Ratio, Proportion, and Rates of Change",coffee,2,1,NOUN
"Ratio, Proportion, and Rates of Change",colour,3,1,NOUN
"Ratio, Proportion, and Rates of Change",comment,2,1,VERB
"Ratio, Proportion, and Rates of Change",company,11,5,NOUN
"Ratio, Proportion, and Rates of Change",compare,1,1,VERB
"Ratio, Proportion, and Rates of Change",complete,18,4,"ADJ, VERB"
"Ratio, Proportion, and Rates of Change",complete?You,2,1,PROPN
"Ratio, Proportion, and Rates of Change",completely,1,1,ADV
"Ratio, Proportion, and Rates of Change",compound,2,1,NOUN
"Ratio, Proportion, and Rates of Change",concert,1,1,NOUN
"Ratio, Proportion, and Rates of Change",concrete,4,1,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",cone,4,1,NOUN
"Ratio, Proportion, and Rates of Change",conference,1,1,NOUN
"Ratio, Proportion, and Rates of Change",connect,4,1,VERB
"Ratio, Proportion, and Rates of Change",constant,7,2,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",contact,1,1,NOUN
"Ratio, Proportion, and Rates of Change",contain,14,3,VERB
"Ratio, Proportion, and Rates of Change",container,1,1,NOUN
"Ratio, Proportion, and Rates of Change",conversion,4,2,NOUN
"Ratio, Proportion, and Rates of Change",correct,30,5,ADJ
"Ratio, Proportion, and Rates of Change",correct?show,2,1,NOUN
"Ratio, Proportion, and Rates of Change",cost,34,3,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",counter,12,2,NOUN
"Ratio, Proportion, and Rates of Change",cow,2,1,NOUN
"Ratio, Proportion, and Rates of Change",cream,1,1,NOUN
"Ratio, Proportion, and Rates of Change",crisp,1,1,NOUN
"Ratio, Proportion, and Rates of Change",cube,10,3,NOUN
"Ratio, Proportion, and Rates of Change",cubic,1,1,ADJ
"Ratio, Proportion, and Rates of Change",cubie,1,1,NOUN
"Ratio, Proportion, and Rates of Change",cuboid,1,1,NOUN
"Ratio, Proportion, and Rates of Change",currency,4,1,NOUN
"Ratio, Proportion, and Rates of Change",customer,1,1,NOUN
"Ratio, Proportion, and Rates of Change",cut,2,1,VERB
"Ratio, Proportion, and Rates of Change",cycle,2,1,VERB
"Ratio, Proportion, and Rates of Change",cylinder,3,1,NOUN
"Ratio, Proportion, and Rates of Change",day,18,4,NOUN
"Ratio, Proportion, and Rates of Change",day?Show,4,2,VERB
"Ratio, Proportion, and Rates of Change",decide,7,2,VERB
"Ratio, Proportion, and Rates of Change",decimal,7,3,ADJ
"Ratio, Proportion, and Rates of Change",decrease,5,3,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",deliver,3,1,VERB
"Ratio, Proportion, and Rates of Change",density,4,1,NOUN
"Ratio, Proportion, and Rates of Change",deposit,2,2,NOUN
"Ratio, Proportion, and Rates of Change",depth,2,1,NOUN
"Ratio, Proportion, and Rates of Change",determine,1,1,VERB
"Ratio, Proportion, and Rates of Change",diagram,5,2,NOUN
"Ratio, Proportion, and Rates of Change",diameter,1,1,NOUN
"Ratio, Proportion, and Rates of Change",difference,10,3,NOUN
"Ratio, Proportion, and Rates of Change",different,12,4,ADJ
"Ratio, Proportion, and Rates of Change",digital,2,1,ADJ
"Ratio, Proportion, and Rates of Change",direct,2,1,ADJ
"Ratio, Proportion, and Rates of Change",directly,34,1,ADV
"Ratio, Proportion, and Rates of Change",disc,4,1,NOUN
"Ratio, Proportion, and Rates of Change",discs.number,2,1,NOUN
"Ratio, Proportion, and Rates of Change",distance,13,3,NOUN
"Ratio, Proportion, and Rates of Change",divide,2,1,VERB
"Ratio, Proportion, and Rates of Change",do,3,2,VERB
"Ratio, Proportion, and Rates of Change",document,1,1,NOUN
"Ratio, Proportion, and Rates of Change",dollar,13,2,NOUN
"Ratio, Proportion, and Rates of Change",dollars).The,3,1,PROPN
"Ratio, Proportion, and Rates of Change",dollarswas,1,1,NOUN
"Ratio, Proportion, and Rates of Change",double,3,2,VERB
"Ratio, Proportion, and Rates of Change",down,1,1,ADV
"Ratio, Proportion, and Rates of Change",draw,2,1,VERB
"Ratio, Proportion, and Rates of Change",dress,1,1,NOUN
"Ratio, Proportion, and Rates of Change",dressmaker,1,1,NOUN
"Ratio, Proportion, and Rates of Change",drink,2,1,NOUN
"Ratio, Proportion, and Rates of Change",drive,5,2,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",driver,1,1,NOUN
"Ratio, Proportion, and Rates of Change",dry,3,1,ADJ
"Ratio, Proportion, and Rates of Change",duck,2,1,NOUN
"Ratio, Proportion, and Rates of Change",earn,2,1,VERB
"Ratio, Proportion, and Rates of Change",earning,2,1,NOUN
"Ratio, Proportion, and Rates of Change",earring,2,1,NOUN
"Ratio, Proportion, and Rates of Change",effect,2,1,NOUN
"Ratio, Proportion, and Rates of Change",egg,5,1,NOUN
"Ratio, Proportion, and Rates of Change",empty,1,1,VERB
"Ratio, Proportion, and Rates of Change",end,4,2,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",english,1,1,ADJ
"Ratio, Proportion, and Rates of Change",enough,5,1,ADJ
"Ratio, Proportion, and Rates of Change",envelope,6,1,NOUN
"Ratio, Proportion, and Rates of Change",equal,5,2,ADJ
"Ratio, Proportion, and Rates of Change",equally,1,1,ADV
"Ratio, Proportion, and Rates of Change",equation,5,1,NOUN
"Ratio, Proportion, and Rates of Change",equivalent,2,1,ADJ
"Ratio, Proportion, and Rates of Change",error,1,1,NOUN
"Ratio, Proportion, and Rates of Change",estimate,2,1,NOUN
"Ratio, Proportion, and Rates of Change",euro,20,3,NOUN
"Ratio, Proportion, and Rates of Change",exact,3,1,ADJ
"Ratio, Proportion, and Rates of Change",exactly,5,3,ADV
"Ratio, Proportion, and Rates of Change",exchange,28,1,NOUN
"Ratio, Proportion, and Rates of Change",exert,2,1,VERB
"Ratio, Proportion, and Rates of Change",expect,1,1,VERB
"Ratio, Proportion, and Rates of Change",explain,9,4,VERB
"Ratio, Proportion, and Rates of Change",express,2,1,VERB
"Ratio, Proportion, and Rates of Change",exterior,1,1,ADJ
"Ratio, Proportion, and Rates of Change",factory,1,1,NOUN
"Ratio, Proportion, and Rates of Change",family,3,1,NOUN
"Ratio, Proportion, and Rates of Change",fare,4,1,NOUN
"Ratio, Proportion, and Rates of Change",farm,5,2,NOUN
"Ratio, Proportion, and Rates of Change",fast,1,1,ADV
"Ratio, Proportion, and Rates of Change",female,3,1,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",female.1295,1,1,ADJ
"Ratio, Proportion, and Rates of Change",figure,2,2,NOUN
"Ratio, Proportion, and Rates of Change",fill,4,2,VERB
"Ratio, Proportion, and Rates of Change",find,69,4,VERB
"Ratio, Proportion, and Rates of Change",first,3,3,ADJ
"Ratio, Proportion, and Rates of Change",fit,2,1,VERB
"Ratio, Proportion, and Rates of Change",flat,2,1,NOUN
"Ratio, Proportion, and Rates of Change",flour,5,1,NOUN
"Ratio, Proportion, and Rates of Change",flour10,1,1,NOUN
"Ratio, Proportion, and Rates of Change",flour100,2,1,PROPN
"Ratio, Proportion, and Rates of Change",flour2,1,1,PROPN
"Ratio, Proportion, and Rates of Change",flour500,3,1,PROPN
"Ratio, Proportion, and Rates of Change",flow,2,1,VERB
"Ratio, Proportion, and Rates of Change",follow,7,3,VERB
"Ratio, Proportion, and Rates of Change",food,2,1,NOUN
"Ratio, Proportion, and Rates of Change",football,2,1,NOUN
"Ratio, Proportion, and Rates of Change",force,3,1,NOUN
"Ratio, Proportion, and Rates of Change",form,29,4,NOUN
"Ratio, Proportion, and Rates of Change",formula,30,3,NOUN
"Ratio, Proportion, and Rates of Change",fraction,5,3,NOUN
"Ratio, Proportion, and Rates of Change",franc,3,2,NOUN
"Ratio, Proportion, and Rates of Change",francs£1,1,1,NOUN
"Ratio, Proportion, and Rates of Change",friend,2,1,NOUN
"Ratio, Proportion, and Rates of Change",from?You,2,1,PROPN
"Ratio, Proportion, and Rates of Change",full,2,2,ADJ
"Ratio, Proportion, and Rates of Change",fully,2,1,ADV
"Ratio, Proportion, and Rates of Change",furniture,1,1,NOUN
"Ratio, Proportion, and Rates of Change",g,19,3,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",g.,3,1,NOUN
"Ratio, Proportion, and Rates of Change",gallon,3,2,NOUN
"Ratio, Proportion, and Rates of Change",game,8,2,NOUN
"Ratio, Proportion, and Rates of Change",gas,2,1,NOUN
"Ratio, Proportion, and Rates of Change",get,26,4,VERB
"Ratio, Proportion, and Rates of Change",ginger,1,1,NOUN
