English Text Problem,Section Merged,Section,Topic
"Martina has answered some questions on algebra.In each question, she has made an error.Describe her error and give the correct answer to each problem.
Question 1       Simplify. 2a × a × a
         Martina’s answer 4a
Martina’s error is .......................................................................................................................
Correct answer = .........................................................",Algebra,2-algebra,algebra-toolkit
"The prices of two phones are in the ratio x : y.
When the prices are both increased by £20, the ratio becomes 5 : 2.When the prices are both reduced by £5, the ratio becomes 5 : 1.
Express the ratio x : y in its lowest terms.",Algebra,6-algebra,simultaneous-equations
" is a positive integer.
Prove algebraically that   is a cube number.
",Algebra,2-algebra,algebraic-proof
"Here is a function.

Complete the table of values for function A.



x
y


-5
 


 
11



",Algebra,6-algebra,functions
"







A sphere has radius 
A cone has
   radius    perpendicular height 
The sphere and the cone have the same volume.
Work out    radius of cone : perpendicular height of cone
Give your answer in the form where  and  are integers.
",Algebra,2-algebra,forming-and-solving-equations
"Here is a function.

The output of function A is x.
Write an algebraic expression, in terms of x, for the input of function A.",Algebra,6-algebra,functions
Find the equation of the tangent to the circle at point .,Algebra,2-algebra,equation-of-a-circle
"The graph shows the speed of a cyclist during 20 seconds of a journey.

Find the acceleration of the cyclist
i)
for the first 4 seconds
......................m/s2 [2]
ii)
between 4 seconds and 14 seconds.
......................m/s2 [1]",Algebra,2-algebra,real-life-graphs
"Company B charges 14.3 pence per kwH of electricity used.If Company B’s cost of electricity was plotted on the same axes as Company A’s cost of electricity, which line would be steeper?Explain how you know.
Company ................ would have the steeper line because ......................................................",Algebra,2-algebra,real-life-graphs
Give an example to show that the sum of four consecutive integers is not always divisible by 4.,Algebra,6-algebra,algebraic-proof
"Prove algebraically that the difference between the squares of any two consecutive odd numbers is always a multiple of 8
",Algebra,2-algebra,algebraic-proof
Rearrange    to make  the subject.,Algebra,6-algebra,rearranging-formulae
"Write down the value of 
",Algebra,2-algebra,algebraic-roots-and-indices
"Triangle  is isosceles with  and 
 is the point with coordinates  is the point with coordinates  where  is the point with coordinates 
is the midpoint of .The gradient of  is 2Find the value of and the value of .
",Algebra,2-algebra,coordinate-geometry
" (0, 2) and  (6, 5) are points on the straight line .

Work out the coordinates of .
",Algebra,2-algebra,coordinate-geometry
"Part of the curve with equation  is shown on the grid.

Find an estimate for the gradient of the curve at the point where Show your working clearly.
",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"The diagram shows a sector  of a circle with centre  and radius .

 is the point on  and  is the point on  such that Angle Given that
the perimeter of sector the perimeter of triangle 
find the value of .Give your answer correct to 3 significant figures.
",Algebra,2-algebra,forming-and-solving-equations
"Leo runs for 12 seconds.
The graph shows his speed.

Show that the distance he runs is less than 67.5 metres.
",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
Explain what the values of  and   represent.,Algebra,2-algebra,iteration
"The shaded region in the diagram is bounded by three lines.The equation of one of the lines is given.

Write down three inequalities that define the shaded region.
",Algebra,2-algebra,graphing-inequalities
"The graph of 3y + 6x = 13 is drawn on the grid.

The region R satisfies these inequalities.
                  
By drawing two more straight lines, find and label the region R.  ",Algebra,2-algebra,graphing-inequalities
"Shirley is asked to sketch a graph of  y = 5x for x > 0
She produces the following.

The graph has two errors.How should they be corrected?
",Algebra,2-algebra,graphs-of-functions
"Here is the graph of   y = x2 + x − 6.

Use the graph to solve the equation  x2 + x − 6  = 0.
x = ................. or x = ...............",Algebra,2-algebra,graphs-of-functions
"Here is the velocity-time graph of a car for 50 seconds.

Work out the average acceleration during the 50 seconds.Give the units of your answer.",Algebra,2-algebra,real-life-graphs
"Rana sells 192 cakes in the ratio    small : medium : large    =    7 : 6 : 11
The profit for one medium cake is twice the profit for one small cake.The profit for one large cake is three times the profit for one small cake.
Her total profit is £532.48
Work out the profit for one small cake.
£.....................",Algebra,2-algebra,forming-and-solving-equations
"Circle the value of 










",Algebra,2-algebra,graphs-of-functions
"The line  crosses the -axis at the point .
Find the area of triangle .",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
Write  as a single fraction in its simplest form.,Algebra,6-algebra,algebraic-fractions
"
Work out 
",Algebra,2-algebra,functions
"The curve with equation  is transformed to give the curve with equation 
Describe the transformation.",Algebra,2-algebra,transformations-of-graphs
Show that ,Algebra,6-algebra,expanding-brackets
" 
By shading the unwanted regions of the grid, find and label the region R that satisfies the following four inequalities.
",Algebra,2-algebra,graphing-inequalities
" Find the value of  and the value of . 
   = ............................................      = ............................................     

",Algebra,2-algebra,completing-the-square
"Function 1 is given by 
 
Function 2 is given by
 
Show that the equation for the composite function
'Function 1 followed by Function 2'
can be written in the form  where  and  are integers which you should find.",Algebra,6-algebra,functions
"Factorise   
",Algebra,2-algebra,factorising
,Algebra,6-algebra,algebraic-roots-and-indices
"Solve the simultaneous equations
   
   ",Algebra,6-algebra,simultaneous-equations
"Write 
as a single fraction in its simplest form.Show clear algebraic working.
",Algebra,2-algebra,algebraic-fractions
"Solve the simultaneous equations

Show clear algebraic working.
              ....................................................... .......................................................",Algebra,6-algebra,simultaneous-equations
"Given that   where 
find the value of .
= .............................................",Algebra,2-algebra,algebraic-roots-and-indices
"A linear sequence starts

The 2nd term has value 8
The 5th term has value 44
Work out the values of  and .
 = ......................
 = ......................",Algebra,2-algebra,simultaneous-equations
"The diagram shows a line joining  to .

The gradient of the line is 2
The length of the line is 
Work out the coordinates of 
",Algebra,2-algebra,coordinate-geometry
"Gemma’s solution to the inequality 

Is Gemma’s solution correct?Explain your reasoning.",Algebra,6-algebra,solving-inequalities
"Circle the expression that is equivalent to  










",Algebra,2-algebra,algebra-toolkit
" andare positive integers.
 is expanded and simplified.The answer is  where k is a positive integer.
Work out the smallest possible value of .",Algebra,6-algebra,expanding-brackets
"
Work out the value of .",Algebra,2-algebra,algebraic-roots-and-indices
"Simplify fully   
",Algebra,2-algebra,algebraic-roots-and-indices
"Ed uses a van to deliver parcels.For each parcel Ed delivers it costs £1.50 for each mile.There is no fixed charge.
Compare the cost of having a parcel delivered by Bill with the cost of having a parcel delivered by Ed.",Algebra,2-algebra,real-life-graphs
"A geometric progression starts    4    16
Work out the next term.",Algebra,6-algebra,sequences
Solve  ,Algebra,6-algebra,solving-inequalities
"Circle the highest common factor (HCF) of  and   










",Algebra,2-algebra,factorising
"Solve the simultaneous equations

Show clear algebraic working.
.............................................
............................................. ",Algebra,6-algebra,simultaneous-equations
Write  in the form .,Algebra,6-algebra,completing-the-square
"  is expanded and simplified.Circle the term which is part of the answer.










",Algebra,2-algebra,expanding-brackets
Given that make  the subject of the formula ,Algebra,6-algebra,rearranging-formulae
"Factorise fully   
",Algebra,2-algebra,factorising
"Solve the simultaneous equations

Show clear algebraic working.",Algebra,6-algebra,simultaneous-equations
Factorise fully  ,Algebra,6-algebra,factorising
"Here is function A.

A number, k, is input into function A.The output is also k.Find the value of k.
k = .....................................................",Algebra,6-algebra,functions
"A number, , is put into function A.The output is also .
Find the value of .
 = .....................",Algebra,6-algebra,functions
"These are the first five terms in a sequence. 

Find the next term.",Algebra,6-algebra,sequences
"Jim buys a plant of height 20 cm.
The graph shows how the height of the plant changes during the next 4 days.

Work out a formula for in terms of .
",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"
The region , shown shaded in the diagram, is bounded by three straight lines.Write down the three inequalities that define .
",Algebra,2-algebra,graphing-inequalities
"Each week Dan drives two routes, route X and route Y.One week he drives route X three times and route Y twice.He drives a total of 134 miles that week.Another week he drives route X twice and route Y five times.He drives a total of 203 miles that week.Find the length of each route.
route X = ........................... milesroute Y = ........................... miles",Algebra,6-algebra,simultaneous-equations
Work out the average rate of decrease of the depth of the water in Clare's tank between  = 0 and  = 10.,Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Ella has $200 and £800Her hotel bill is $600
Ella pays the bill with the $200 and some of the pounds.
Use the conversion graph to work out how many pounds she has left.",Algebra,2-algebra,real-life-graphs
" is a positive integer.
Prove that    is an even number.



",Algebra,2-algebra,algebraic-proof
"Express

as a single fraction in its simplest form.
",Algebra,2-algebra,algebraic-fractions
"Each week Dan drives two routes, route X and route Y.One week he drives route X three times and route Y twice.He drives a total of 134 miles that week.Another week he drives route X twice and route Y five times.He drives a total of 203 miles that week.Find the length of each route.
route X = ........................... milesroute Y = ........................... miles
",Algebra,2-algebra,simultaneous-equations
"
      Work out the value of .
   ",Algebra,2-algebra,algebra-toolkit
Write down the largest integer that satisfies ,Algebra,6-algebra,solving-inequalities
"The graph gives information about the variation in the temperature of an amount of water that is left to cool from 80° C.  

Work out an estimate for the rate of decrease of temperature at = 300.",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Use the iteration formula    to find the values of ,  and Start with 
.     .           ",Algebra,2-algebra,iteration
Solve the inequality ,Algebra,2-algebra,solving-inequalities
"Gemma’s solution to the inequality 

Is Gemma’s solution correct?Explain your reasoning.
",Algebra,2-algebra,solving-inequalities
"The graph shows information about the velocity of a parachutist after jumping from a plane.


By drawing a suitable tangent, find an estimate of the gradient of the curve after 3 seconds.",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Solve the inequalities  










",Algebra,2-algebra,solving-inequalities
"The line  has equation The line  is perpendicular to  and passes through the point .
Find an equation for  in the form , where  and  are integers.",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"The graph of  intersects the -axis at two points.The coordinates of the two points are (–1, 0) and (6, 0)The graph of  passes through the point with coordinates (2, 0), where  is a constant.Find the two possible values of .
",Algebra,2-algebra,transformations-of-graphs
"Using algebra, prove that, given any 3 consecutive even numbers, the difference between the square of the largest number and the square of the smallest number is always 8 times the middle number.
",Algebra,2-algebra,algebraic-proof
" and  are three points on a circle.
The radii from  and  are shown.

Is  a diameter of the circle?You must show your working.

",Algebra,2-algebra,forming-and-solving-equations
"The straight line  passes through the points (4, −1) and (6, 4)The straight line  is perpendicular to  and intersects the -axis at the point (0, 8)Find the coordinates of the point where  intersects the -axis.
",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"Solve
Give your answers to 2 decimal places.",Algebra,6-algebra,solving-quadratic-equations
"Which of these is a geometric progression?Circle your answer.



2, 4, 6, 8, 10
2, 3, 5, 8, 12


2, 6, 18, 54, 162
2, 6, 10, 14, 18



",Algebra,2-algebra,sequences
"The graph shows the speed of a tram as it travels from the library to the town hall.

Calculate the deceleration of the tram as it approaches the town hall.
........................ m/s2",Algebra,2-algebra,real-life-graphs
"The graph shows information about the velocity of a parachutist after jumping from a plane.

By drawing a suitable tangent, find an estimate of the gradient of the curve after 3 seconds.",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Express as a single fraction.

Simplify your answer.",Algebra,6-algebra,algebraic-fractions
" 
By shading the unwanted regions of the grid, find and label the region R that satisfies the following four inequalities.
 
",Algebra,2-algebra,graphing-inequalities
Prove that  is always positive.,Algebra,6-algebra,algebraic-proof
" is an integer such that   and 
Find all the possible values of .",Algebra,6-algebra,solving-inequalities
"By drawing a suitable straight line on the grid,find estimates for the solutions of the equation 
Give your solutions correct to 1 decimal place.",Algebra,2-algebra,graphs-of-functions
" is a rhombus.
The diagonals,  and , intersect at the point .The coordinates of  are 
The points  and  both lie on the line with equation 
Find the exact coordinates of the point where the line through  and  intersects the .
",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"Given that  can be any integer such that , prove that  is never an odd number.",Algebra,6-algebra,algebraic-proof
"The values of ,  and  found part (a) are estimates of the solution of an equation of the form  where  and  are integers. Find the value of  and the value of .
.     .     ",Algebra,2-algebra,iteration
"The line  and the circle  intersect at points  and .
 is a positive integer.
Show that the -coordinates of points  and  satisfy the equation
   
",Algebra,2-algebra,simultaneous-equations
Make  the subject of the formula ,Algebra,6-algebra,rearranging-formulae
"
Mo says,   “ will be a prime number for all integer values of  from 1 to 9”
Show that Mo is wrong.You must show that your value of  is not prime.
",Algebra,2-algebra,algebraic-proof
"Function 1 is given by
 
where . Function 2 is given by
 
Two different composite functions are formed: 'Function 1 followed by Function 2' and 'Function 2 followed by Function 1'.
Find the input, , for which the outputs of the two different composite functions are the same, giving your answer in terms of .",Algebra,6-algebra,functions
"The diagram shows a rectangle.

The area of the rectangle is Given that find the range of possible values for ",Algebra,6-algebra,solving-inequalities
"Part of the graph of is shown on the grid.

Use the graph to find estimates for the solutions of the equation 
Give your solutions correct to one decimal place.
",Algebra,2-algebra,graphs-of-functions
"Function 1 is given by
 
Function 2 is given by
 
The inverse of the composite function 'Function 1 followed by Function 2' is given by
 
Find the value of .",Algebra,6-algebra,functions
Show that  can be expressed as .,Algebra,6-algebra,algebraic-roots-and-indices
"The diagram shows a sketch of the curve with equation 

There is only one maximum point on the curve.The coordinates of this maximum point are (5, 7)Write down the coordinates of the maximum point on the curve with equation
i)

[1]

ii)

[1]",Algebra,2-algebra,transformations-of-graphs
"and  are positive values.
Show that   always simplifies to the same value.

",Algebra,2-algebra,algebra-toolkit
"Show that  simplifies to an integer.
",Algebra,2-algebra,algebraic-fractions
Expand  ,Algebra,6-algebra,expanding-brackets
Solve ,Algebra,6-algebra,solving-quadratic-equations
"Using your answer to part (a), prove that if m and n are positive integers and , then

",Algebra,6-algebra,algebraic-proof
Write  in the form ,Algebra,6-algebra,completing-the-square
" is the point (–301, 601)
Does lie on the straight line passing through and ?
You must show your working.
",Algebra,2-algebra,coordinate-geometry
"Here is a circle, centre , and the tangent to the circle at the point (4, 3) on the circle.

Find an equation of the tangent at the point .
",Algebra,2-algebra,equation-of-a-circle
"Tenzin is given this question.




Factorise fully.





Here is his answer.










Explain why Tenzin’s answer is not correct.",Algebra,6-algebra,factorising
" is an integer such that 
Find all the possible values of .",Algebra,2-algebra,solving-inequalities
"Express as a single fraction.

Simplify your answer.",Algebra,6-algebra,algebraic-proof
"
Work out the value of .",Algebra,6-algebra,algebraic-roots-and-indices
"Solve the simultaneous equations
                             
Show clear algebraic working.",Algebra,6-algebra,simultaneous-equations
".Find the value of y when ,  and .
 ............................................",Algebra,2-algebra,algebra-toolkit
"Prove that the sum of four consecutive whole numbers is always even.
",Algebra,2-algebra,algebraic-proof
Rearrange  to make  the subject.,Algebra,6-algebra,rearranging-formulae
"Rearrange  to make  the subject.
",Algebra,2-algebra,rearranging-formulae
"Simplify .
",Algebra,2-algebra,algebra-toolkit
"The diagram shows a sketch of the curve with equation 

There is only one maximum point on the curve.The coordinates of this maximum point are (5, 7)Write down the coordinates of the maximum point on the curve with equation
i)


ii)
",Algebra,2-algebra,transformations-of-graphs
"Simplify Circle your answer.



1
0






",Algebra,2-algebra,algebraic-roots-and-indices
"Simplify.



",Algebra,6-algebra,algebraic-roots-and-indices
"Here are the first five terms of a number sequence.
7    11    15    19    23
Find an expression, in terms of  , for the th term of this sequence.",Algebra,6-algebra,sequences
Solve   ,Algebra,6-algebra,solving-inequalities
Find the value of  when  and .,Algebra,6-algebra,algebra-toolkit
"
     and  are positive whole numbers with 
     is a prime number.
Why are  and  consecutive numbers?
",Algebra,2-algebra,algebraic-proof
"
Circle the expression for 










",Algebra,2-algebra,algebraic-roots-and-indices
"Given that  
find the value of 
m = .................................................",Algebra,2-algebra,algebraic-roots-and-indices
"Make  the subject of the formula 
",Algebra,2-algebra,rearranging-formulae
" is a positive integer.
Prove algebraically that   is a cube number.",Algebra,6-algebra,algebraic-proof
" Find the value of  and the value of . 
   = ............................................  = ............................................ ",Algebra,6-algebra,completing-the-square
"Here are the first five terms of an arithmetic sequence.
2      5      8      11      14
Write down an expression, in terms of , for the th term of this sequence.",Algebra,2-algebra,sequences
"A function is given by the equation
 
Find the equation of the inverse function.",Algebra,6-algebra,functions
"The point  has coordinates (2, 3).The point  has coordinates (6, 8).
 is the midpoint of the line .Find the coordinates of .
",Algebra,2-algebra,coordinate-geometry
"Simplify.

",Algebra,2-algebra,algebraic-roots-and-indices
"
The region ,  shown shaded in the diagram, is bounded by four straight lines.
Write down the inequalities that define .",Algebra,2-algebra,graphing-inequalities
"Here is the graph of 

On the grid above, draw the graph of ",Algebra,2-algebra,transformations-of-graphs
"Continue the iteration to work out the radius to 1 decimal place.
................................................. cm",Algebra,6-algebra,sequences
Express  in the form  where  and  are constants.,Algebra,6-algebra,solving-quadratic-equations
Solve  ,Algebra,6-algebra,solving-inequalities
"Question 3      
                Find  when ,  and .   
Martina’s solution  
   
   
Martina’s error is............................................................
Correct answer = ..........................................................",Algebra,6-algebra,algebra-toolkit
Write    in the form  ,Algebra,6-algebra,completing-the-square
"Solve the simultaneous equations

Show clear algebraic working.
   ",Algebra,2-algebra,simultaneous-equations
Solve   ,Algebra,2-algebra,solving-inequalities
"Solve.
      
 = ....................
 = ....................
",Algebra,2-algebra,simultaneous-equations
"Solve the simultaneous equations
                             
Show clear algebraic working.

",Algebra,2-algebra,simultaneous-equations
"The shaded region in the diagram is bounded by three lines.The equation of one of the lines is given.

Write down the three inequalities that define the shaded region.",Algebra,2-algebra,graphing-inequalities
" is the middle integer of three consecutive positive integers.
The three integers are multiplied to give a product.
 is then added to the product.
Prove that the result is a cube number.
",Algebra,2-algebra,algebraic-proof
"
Use a starting value of  to work out a solution to Give your answer to 3 decimal places.",Algebra,2-algebra,iteration
"Circle the expression that is equivalent to 










",Algebra,2-algebra,algebra-toolkit
"The first three terms of a geometric progression are  
Circle the fourth term.













",Algebra,2-algebra,sequences
"Prove algebraically that the product of any two odd numbers is always an odd number.
",Algebra,2-algebra,algebraic-proof
"The graph shows the height above ground of a toy rocket for 10 seconds.

For how long is the rocket in the air?
Circle your answer.




10 seconds
9 seconds
6 seconds 
4 seconds





           ",Algebra,2-algebra,real-life-graphs
"Simplify  
Circle your answer.











",Algebra,2-algebra,algebraic-roots-and-indices
"Question 2   Simplify.  
Martina’s answer 
Martina’s error is .......................................................................................................................
Correct answer = ........................................................",Algebra,2-algebra,algebra-toolkit
"Tenzin is given this question.




Factorise fully.





Here is his answer.










Explain why Tenzin’s answer is not correct.
",Algebra,2-algebra,factorising
"Here is a composite function C.

Find the value x when z = 4x .
x = ..................................................",Algebra,6-algebra,functions
"The graph of  is transformed to give the graph of The point  on the graph of  is mapped to the point  on the graph of 
The coordinates of point  are Find the coordinates of point .",Algebra,2-algebra,transformations-of-graphs
Make  the subject of the formula ,Algebra,2-algebra,rearranging-formulae
"Question 3      
                Find  when ,  and .   
Martina’s solution  
   
   
Martina’s error is............................................................
Correct answer = ........................................................",Algebra,2-algebra,algebra-toolkit
"Three tins, , and  , each contain buttons.Tin  contains buttons.Tin  contains 4 times the number of buttons that tin  contains.Tin  contains 7 fewer buttons than tin .The total number of buttons in the three tins is 137Work out the number of buttons in tin .",Algebra,2-algebra,forming-and-solving-equations
Solve Give your solutions correct to  decimal places.,Algebra,2-algebra,solving-quadratic-equations
"Work out the values of  and  in the identity
      
 = .....................        = .....................",Algebra,6-algebra,algebra-toolkit
"Write  in the form  where  ,  and  are integers.",Algebra,6-algebra,completing-the-square
" is a positive integer.
Prove that   is a multiple of 6.",Algebra,6-algebra,algebraic-proof
"Here is a sketch of    
The curve passes through the points   (–2, –10)  (–1, –3)  (0, –2)  (1, –1)  (2, 6)

On the grid, sketch the curve ",Algebra,2-algebra,transformations-of-graphs
"Nuri says
   I think this animal must be able to move at over 20m/s!
Do you agree with Nuri?
Explain your decision.",Algebra,2-algebra,real-life-graphs
"
Work out the ratio ",Algebra,6-algebra,algebra-toolkit
Write  in the form .,Algebra,6-algebra,completing-the-square
"Jim buys a plant of height 20 cm.
The graph shows how the height of the plant changes during the next 4 days.

Work out a formula for in terms of .",Algebra,2-algebra,real-life-graphs
"Here are two functions.

i)
Jo chooses a number, .She inputs  into each function.The two outputs are equal.
Work out the value of .
............................[4]
ii)
Explain why there is no other input that gives two outputs that are equal.
[1]",Algebra,6-algebra,functions
"Circle the equation of the line that is parallel to the -axis.










",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"Here are the first four terms of an arithmetic sequence.
11   17   23   29
Find, in terms of , an expression for the th term of this arithmetic sequence. ",Algebra,2-algebra,sequences
"The diagram shows the circle x2 + y2 =5.

Mandy says that the point (2, 1.5) lies inside the circle.
Is she correct?Show how you decide.
",Algebra,2-algebra,equation-of-a-circle
Write your answer to part (a) correct to 1 significant figure.,Number and Operations,1-number,using-a-calculator
"A code has 4 digits.
Each digit is a number from 0 to 9.
Digits may be repeated.
The 4-digit code is an even number.
The first digit is 3.How many possible codes are there?",Number and Operations,1-number,number-toolkit
"When you earn money you pay income tax.The amount you pay depends on how much you earn that year.You pay
0% on the first    £12500 you earn
20% on the next        £37 500 you earn
40% on the next        £112 500 you earn.
One year, Kim paid £9260 income tax.Work out how much she earned that year.
£...........................",Number and Operations,1-number,percentages
"Margaret has some goats.The goats produce an average total of 21.7 litres of milk per day for 280 days.Margaret sells the milk in  litre bottles.
Work out an estimate for the total number of bottles that Margaret will be able to fill with the milk.You must show clearly how you got your estimate.",Number and Operations,1-number,rounding-estimation-and-bounds
"Rosie says,
“160% of 40 = 140% of 60 because  of  =  of ”
Is she correct?Tick a box.
 Yes             No
Give a reason for your answer.",Number and Operations,1-number,percentages
"This notice was in a car magazine.





Most new cars lose more than half of their value in the first three years




Paul bought a new car.The value of the car was £15 000
In the first year, the value of the car depreciated by 23%.After the first year, the value of the car depreciated by 18% each year.
Work out if Paul's car lost more than half of its value by the end of three years.",Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"Tom is a ski jumper.
The maximum length of skis he can use is 145% of his height.Tom's height is 1.80 m.
Work out the maximum length of skis Tom can use.",Number and Operations,1-number,percentages
Find the smallest whole number that 720 can be multiplied by to give a square number.,Number and Operations,1-number,prime-factors-hcf-and-lcm
"Liam invests £6200 for 3 years in a savings account.He gets 2.5% per annum compound interest.
How much money will Liam have in his savings account at the end of 3 years?",Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"The mass of a cat is 4.3 kg correct to 2 significant figures. i)
Write down the upper bound of the weight of the cat. 
........................... kg [1] ii)
Write down the lower bound of the weight of the cat. 
........................... kg [1]",Number and Operations,1-number,rounding-estimation-and-bounds
Show that  ,Number and Operations,1-number,fractions
Work out  giving your answer in standard form.,Number and Operations,1-number,powers-roots-and-standard-form
" = 
Write  as a product of powers of its prime factors.",Number and Operations,1-number,prime-factors-hcf-and-lcm
"
Work out .Give your answer as a product of prime factors in index form.",Number and Operations,1-number,prime-factors-hcf-and-lcm
"Simplify fully by rationalising the denominator.

",Number and Operations,1-number,surds
" where is an integer.
Find an expression, in terms of  , for 
Give your answer in standard form.",Number and Operations,1-number,powers-roots-and-standard-form
Write  as an ordinary number.,Number and Operations,1-number,powers-roots-and-standard-form
Prove that the recurring decimal ,Number and Operations,1-number,fractions-decimals-and-percentages
Work out the probability that the spinner lands on two different colours.,Probability,11-probability,tree-diagrams
"In 1999 the minimum wage for adults was £3.60 per hour.
In 2013 it was £6.31 per hour.
Work out the percentage increase in the minimum wage.",Number and Operations,1-number,percentages
Mr Mason asks Year  students what they want to do next year. of the students want to go to college.  of the students want to stay at school.The rest of the students do not know.Work out the number of students who do not know.,Number and Operations,1-number,fractions-decimals-and-percentages
"Show that   can be written in the form  , where  is an integer.
Show your working clearly.
",Number and Operations,1-number,surds
Find the reciprocal of ,Number and Operations,1-number,using-a-calculator
"Circle the number half way between   and 










",Number and Operations,1-number,fractions
"Sally has 30 feet of ribbon.
She cuts strips each of length   feet from the ribbon.
Sally says
      I can cut 13 of these strips from this ribbon.
Is she correct?Show how you decide.",Number and Operations,1-number,fractions
"Show that 
can be written in the form where  is a simplified fraction and  is an integer.",Number and Operations,1-number,surds
Write down the value of  .,Number and Operations,1-number,powers-roots-and-standard-form
"The diagram shows three identical rectangles.
 of rectangle  is shaded.80% of rectangle  is shaded.What fraction of rectangle  is shaded?",Number and Operations,1-number,fractions-decimals-and-percentages
"Ahmed, Behnaz and Carmen each have some money.Ahmed has 20% more money than Behnaz.Carmen has  of the amount of money that Behnaz has.
Carmen has 31.50 euros.Work out how much money Ahmed has.
.......................euros",Number and Operations,1-number,fractions-decimals-and-percentages
Show that     simplifies to  .,Number and Operations,1-number,surds
"A machine has a buzzer that sounds every 50 minutes.The machine also has a bell that sounds every 80 minutes.The buzzer and the bell sound together at 10 am.
Find the time at which they next sound together.
",Number and Operations,1-number,prime-factors-hcf-and-lcm
"Ali and Mel are making 3-digit codes.The digit 0 is not used.
Ali only uses odd digits.Mel only uses even digits.
Ali can make  more codes than Mel.Assume that digits cannot be repeated.Work out the value of .",Number and Operations,1-number,number-toolkit
"There are 12 boys and IO girls in David's class.David is going to pick three different students from his class and write their names in a list in order.
The order will beHow many different lists can David write?",Number and Operations,1-number,number-toolkit
"Circle the decimal that is closest in value to 



0.04
0.048
0.049
0.05



",Number and Operations,1-number,fractions-decimals-and-percentages
"Circle the calculation that decreases 250 by 15%




250 ÷ 1.15
250 × 0.15
250 × 0.85
250 ÷ 0.85



",Number and Operations,1-number,percentages
Show that  ,Number and Operations,1-number,fractions
"A grain of salt weighs kg on average.
A packet contains 0.35 kg of salt.
Use this information to calculate the number of grains of salt in the packet.",Number and Operations,1-number,powers-roots-and-standard-form
"Tom is tiling a wall.
He needs to buy at least 100 tiles.The tiles are sold in large packs and small packs.




Large pack 40 tiles     £18Small pack 28 tiles     £14Special offer
25% reduction when you buy 3 or more large packs





Work out the cheapest cost for Tom to buy the packs of tiles he needs.
£.............................",Number and Operations,1-number,number-toolkit
"Using the information that
 
find the value of
i)  
[1]
ii) 
[1]
iii)  
[1]",Number and Operations,1-number,number-toolkit
"Given that , find the lowest common multiple (LCM) of 168 and 30.",Number and Operations,1-number,prime-factors-hcf-and-lcm
"Show that    simplifies to an integer.
",Number and Operations,1-number,surds
"Ann picks a 4-digit number.
The first digit is not zero.The 4-digit number is a multiple of 5
How many different 4-digit numbers could she pick?
",Number and Operations,1-number,number-toolkit
Write 8.2 x 105 as an ordinary number.,Number and Operations,1-number,powers-roots-and-standard-form
"A cone has a volume of 98 cm3.The radius of the cone is 5.13 cm.

Work out an estimate for the height of the cone.",Number and Operations,1-number,rounding-estimation-and-bounds
"Work out £1.50 as a fraction of 60p
Circle your answer.










",Number and Operations,1-number,fractions
"The value of Ibrar's house increases by  in the third year.At the end of the third year the value of Ibrar's house is .
Work out the value of .Give your answer correct to  significant figures.",Number and Operations,1-number,percentages
Find the largest factor of  that is an odd number.,Number and Operations,1-number,prime-factors-hcf-and-lcm
"The population of a city increased by 5.2% for the year 2014
At the beginning of 2015 the population of the city was 1 560 000
Lin assumes that the population will continue to Increase at a constant rate of 5.2% each year.
Use Lin's assumption to estimate the population of the city at the beginning of 2017Give your answer correct to 3 significant figures.",Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"Ahmed, Behnaz and Carmen each have some money.Ahmed has 20% more money than Behnaz.Carmen has  of the amount of money that Behnaz has.
Carmen has 31.50 euros.Work out how much money Ahmed has.
.......................euros
",Number and Operations,1-number,fractions-decimals-and-percentages
"Circle the decimal that is closest in value to 



0.6
0.66
0.667
0.67



",Number and Operations,1-number,fractions-decimals-and-percentages
"
 is 8.3 cm correct to the nearest mm is 6.1 cm correct to the nearest mm
Calculate the upper bound for .You must show your working.",Number and Operations,1-number,rounding-estimation-and-bounds
"A savings account pays interest at a rate of  per year.Jack invests £5500 in the account for one year.
At the end of the year, Jack pays tax on the interest at a rate of 40%.After paying tax, he gets £79.20
Work out the value of .",Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"
i)
Find the Highest Common Factor (HCF) of  and .

ii)
Find the Lowest Common Multiple (LCM) of and .",Number and Operations,1-number,prime-factors-hcf-and-lcm
Write  as an ordinary number.,Number and Operations,1-number,powers-roots-and-standard-form
"George wants to watch all 23 games that a football team will play at home next season.
He can buy
a season ticket costing £425or 23 separate tickets costing £24 each ticket.
What percentage of the total cost of 23 separate tickets does George save by buying a season ticket?",Number and Operations,1-number,percentages
